Unnamed: 0,As of Date: 1/20/2024Current,9/30/2023,6/30/2023,3/31/2023,12/31/2022,Ticker,10/31/2023,7/31/2023,4/30/2023,1/31/2023,10/31/2022,As of Date: 1/19/2024Current,11/30/2023,8/31/2023,5/31/2023,2/28/2023,11/30/2022,0,1
Price/Sales (ttm),6.90,9.67,12.67,12.86,14.00,PAYC,,,,,,,,,,,,,
Price/Book (mrq),7.86,10.63,13.95,14.88,16.68,PAYC,,,,,,,,,,,,,
Enterprise Value/Revenue,6.58,35.73,45.22,38.13,47.67,PAYC,,,,,,,,,,,,,
Enterprise Value/EBITDA,18.32,110.64,149.68,89.37,126.33,PAYC,,,,,,,,,,,,,
Market Cap (intraday),10.88B,10.05B,10.76B,10.33B,11.09B,CRL,,,,,,,,,,,,,
Enterprise Value,13.62B,12.93B,13.72B,13.19B,14.24B,CRL,,,,,,,,,,,,,
Trailing P/E,22.97,20.76,21.72,21.29,25.64,CRL,,,,,,,,,,,,,
Forward P/E,18.59,16.98,20.37,18.35,18.28,CRL,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.76,1.69,1.98,1.26,1.26,CRL,,,,,,,,,,,,,
Price/Sales (ttm),2.59,2.41,2.64,2.60,2.96,CRL,,,,,,,,,,,,,
Price/Book (mrq),3.29,3.09,3.46,3.47,4.23,CRL,,,,,,,,,,,,,
Enterprise Value/Revenue,3.23,12.59,12.95,12.82,12.95,CRL,,,,,,,,,,,,,
Enterprise Value/EBITDA,12.77,57.33,56.85,54.41,39.87,CRL,,,,,,,,,,,,,
Market Cap (intraday),11.46B,10.31B,10.41B,10.53B,11.73B,GL,,,,,,,,,,,,,
Enterprise Value,13.63B,12.29B,12.38B,12.52B,13.70B,GL,,,,,,,,,,,,,
Trailing P/E,15.06,14.77,14.85,14.73,17.00,GL,,,,,,,,,,,,,
Forward P/E,10.44,,10.59,10.63,12.97,GL,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,,GL,,,,,,,,,,,,,
Price/Sales (ttm),2.21,1.99,2.05,2.09,2.31,GL,,,,,,,,,,,,,
Price/Book (mrq),2.48,2.58,2.71,2.15,2.67,GL,,,,,,,,,,,,,
Enterprise Value/Revenue,2.54,9.32,9.06,9.24,10.36,GL,,,,,,,,,,,,,
Enterprise Value/EBITDA,,,,,,GL,,,,,,,,,,,,,
Market Cap (intraday),11.80B,10.69B,10.67B,9.12B,7.40B,PNR,,,,,,,,,,,,,
Enterprise Value,13.75B,12.76B,13.12B,11.41B,9.81B,PNR,,,,,,,,,,,,,
Trailing P/E,23.09,21.73,21.61,18.93,13.97,PNR,,,,,,,,,,,,,
Forward P/E,17.06,15.34,17.86,15.58,11.96,PNR,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.43,1.59,1.96,1.71,1.23,PNR,,,,,,,,,,,,,
Price/Sales (ttm),2.87,2.57,2.57,2.22,1.82,PNR,,,,,,,,,,,,,
Price/Book (mrq),3.88,3.65,3.80,3.37,2.80,PNR,,,,,,,,,,,,,
Enterprise Value/Revenue,3.34,12.65,12.12,11.09,9.78,PNR,,,,,,,,,,,,,
Enterprise Value/EBITDA,16.63,61.04,54.23,53.96,59.72,PNR,,,,,,,,,,,,,
Market Cap (intraday),11.86B,8.83B,8.62B,7.89B,7.33B,NRG,,,,,,,,,,,,,
Enterprise Value,24.01B,21.37B,21.45B,15.76B,15.31B,NRG,,,,,,,,,,,,,
Trailing P/E,,,,6.63,3.98,NRG,,,,,,,,,,,,,
Forward P/E,7.79,6.40,7.60,6.84,6.96,NRG,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.71,1.31,1.56,,,NRG,,,,,,,,,,,,,
Price/Sales (ttm),0.40,0.29,0.28,0.26,0.25,NRG,,,,,,,,,,,,,
Price/Book (mrq),4.13,3.29,3.55,2.06,1.42,NRG,,,,,,,,,,,,,
Enterprise Value/Revenue,0.80,2.69,3.38,2.04,1.95,NRG,,,,,,,,,,,,,
Enterprise Value/EBITDA,-46.25,21.03,24.86,-13.12,-14.04,NRG,,,,,,,,,,,,,
Market Cap (intraday),10.72B,9.33B,9.03B,8.49B,10.59B,BXP,,,,,,,,,,,,,
Enterprise Value,25.40B,23.66B,23.28B,22.49B,24.50B,BXP,,,,,,,,,,,,,
Trailing P/E,55.55,14.06,11.54,10.02,11.65,BXP,,,,,,,,,,,,,
Forward P/E,28.57,24.94,20.66,19.38,23.98,BXP,,,,,,,,,,,,,
PEG Ratio (5 yr expected),4.12,,,,6.85,BXP,,,,,,,,,,,,,
Price/Sales (ttm),3.32,2.92,2.87,2.74,3.48,BXP,,,,,,,,,,,,,
Price/Book (mrq),1.85,1.55,1.49,1.38,1.72,BXP,,,,,,,,,,,,,
Enterprise Value/Revenue,7.85,28.71,28.49,28.00,31.02,BXP,,,,,,,,,,,,,
Enterprise Value/EBITDA,15.32,93.79,48.35,50.07,51.63,BXP,,,,,,,,,,,,,
Market Cap (intraday),10.26B,9.18B,7.45B,7.80B,8.95B,WRK,,,,,,,,,,,,,
Enterprise Value,18.45B,17.89B,16.59B,16.85B,16.48B,WRK,,,,,,,,,,,,,
Trailing P/E,12.56,,,9.80,9.74,WRK,,,,,,,,,,,,,
Forward P/E,16.37,12.14,8.45,10.65,9.14,WRK,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.50,404.52,9.19,7.56,,WRK,,,,,,,,,,,,,
Price/Sales (ttm),0.50,0.44,0.35,0.37,0.43,WRK,,,,,,,,,,,,,
Price/Book (mrq),1.02,0.92,0.77,0.68,0.79,WRK,,,,,,,,,,,,,
Enterprise Value/Revenue,0.91,3.59,3.24,3.19,3.35,WRK,,,,,,,,,,,,,
Enterprise Value/EBITDA,50.36,29.05,20.88,-10.59,30.11,WRK,,,,,,,,,,,,,
Market Cap (intraday),9.20B,12.63B,10.50B,11.13B,15.01B,APA,,,,,,,,,,,,,
Enterprise Value,14.80B,18.16B,16.29B,16.50B,20.38B,APA,,,,,,,,,,,,,
Trailing P/E,6.06,8.42,5.36,3.27,4.42,APA,,,,,,,,,,,,,
Forward P/E,4.95,6.91,5.51,3.99,4.33,APA,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,0.18,APA,,,,,,,,,,,,,
Price/Sales (ttm),1.10,1.42,1.06,1.08,1.48,APA,,,,,,,,,,,,,
Price/Book (mrq),8.54,17.78,23.65,26.31,24.24,APA,,,,,,,,,,,,,
Enterprise Value/Revenue,1.72,7.87,9.07,8.22,8.25,APA,,,,,,,,,,,,,
Enterprise Value/EBITDA,2.99,13.63,14.15,13.48,16.52,APA,,,,,,,,,,,,,
Market Cap (intraday),10.28B,9.35B,10.01B,10.15B,9.19B,QRVO,,,,,,,,,,,,,
Enterprise Value,11.62B,10.65B,11.25B,11.27B,10.33B,QRVO,,,,,,,,,,,,,
Trailing P/E,,,102.03,23.68,14.23,QRVO,,,,,,,,,,,,,
Forward P/E,14.56,19.01,21.51,23.53,12.14,QRVO,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.17,1.48,1.68,4.68,2.29,QRVO,,,,,,,,,,,,,
Price/Sales (ttm),3.37,3.03,2.94,2.60,2.18,QRVO,,,,,,,,,,,,,
Price/Book (mrq),2.69,2.44,2.57,2.44,2.10,QRVO,,,,,,,,,,,,,
Enterprise Value/Revenue,3.71,9.65,17.28,17.82,13.89,QRVO,,,,,,,,,,,,,
Enterprise Value/EBITDA,40.99,45.15,241.46,-115.60,104.85,QRVO,,,,,,,,,,,,,
Market Cap (intraday),10.75B,9.56B,8.67B,8.81B,8.66B,FFIV,,,,,,,,,,,,,
Enterprise Value,10.22B,9.16B,8.22B,8.46B,8.44B,FFIV,,,,,,,,,,,,,
Trailing P/E,27.49,29.35,27.19,29.37,27.23,FFIV,,,,,,,,,,,,,
Forward P/E,14.39,12.67,11.75,12.80,12.32,FFIV,,,,,,,,,,,,,
PEG Ratio (5 yr expected),2.15,0.97,0.94,0.82,0.79,FFIV,,,,,,,,,,,,,
Price/Sales (ttm),3.86,3.47,3.19,3.27,3.25,FFIV,,,,,,,,,,,,,
Price/Book (mrq),3.84,3.60,3.18,3.41,3.49,FFIV,,,,,,,,,,,,,
Enterprise Value/Revenue,3.63,12.95,11.70,12.03,12.06,FFIV,,,,,,,,,,,,,
Enterprise Value/EBITDA,15.71,45.50,43.59,63.43,66.26,FFIV,,,,,,,,,,,,,
Market Cap (intraday),10.34B,10.56B,10.42B,11.35B,9.85B,CDAY,,,,,,,,,,,,,
Enterprise Value,11.08B,11.32B,11.24B,12.17B,10.70B,CDAY,,,,,,,,,,,,,
Trailing P/E,2.21k,,,,,CDAY,,,,,,,,,,,,,
Forward P/E,29.41,28.41,40.32,43.48,53.76,CDAY,,,,,,,,,,,,,
PEG Ratio (5 yr expected),5.36,,,,,CDAY,,,,,,,,,,,,,
Price/Sales (ttm),7.18,7.61,7.81,8.99,8.24,CDAY,,,,,,,,,,,,,
Price/Book (mrq),4.56,4.72,4.75,5.38,4.81,CDAY,,,,,,,,,,,,,
Enterprise Value/Revenue,7.64,29.99,30.71,32.85,31.85,CDAY,,,,,,,,,,,,,
Enterprise Value/EBITDA,54.69,188.37,216.10,203.90,347.56,CDAY,,,,,,,,,,,,,
Market Cap (intraday),10.81B,10.04B,11.00B,12.02B,13.48B,PEAK,,,,,,,,,,,,,
Enterprise Value,17.61B,16.71B,17.60B,18.65B,20.16B,PEAK,,,,,,,,,,,,,
Trailing P/E,44.89,18.73,19.90,23.88,26.11,PEAK,,,,,,,,,,,,,
Forward P/E,63.69,105.26,62.89,68.49,55.87,PEAK,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,3.14,PEAK,,,,,,,,,,,,,
Price/Sales (ttm),5.00,4.71,5.21,5.75,6.75,PEAK,,,,,,,,,,,,,
Price/Book (mrq),1.67,1.54,1.66,1.81,2.12,PEAK,,,,,,,,,,,,,
Enterprise Value/Revenue,8.18,30.05,32.26,35.48,38.43,PEAK,,,,,,,,,,,,,
Enterprise Value/EBITDA,14.65,55.27,58.42,51.78,84.69,PEAK,,,,,,,,,,,,,
Market Cap (intraday),10.08B,8.05B,9.85B,14.74B,10.50B,MKTX,,,,,,,,,,,,,
Enterprise Value,9.72B,7.71B,9.56B,14.36B,10.23B,MKTX,,,,,,,,,,,,,
Trailing P/E,40.34,31.84,37.89,58.84,43.31,MKTX,,,,,,,,,,,,,
Forward P/E,34.60,26.67,34.72,52.63,37.59,MKTX,,,,,,,,,,,,,
PEG Ratio (5 yr expected),3.56,2.75,2.57,3.63,2.72,MKTX,,,,,,,,,,,,,
Price/Sales (ttm),13.63,10.96,13.37,20.51,14.93,MKTX,,,,,,,,,,,,,
Price/Book (mrq),8.46,6.91,8.78,13.63,10.31,MKTX,,,,,,,,,,,,,
Enterprise Value/Revenue,13.25,44.77,53.14,70.67,57.49,MKTX,,,,,,,,,,,,,
Enterprise Value/EBITDA,24.22,84.80,98.17,123.61,105.78,MKTX,,,,,,,,,,,,,
Market Cap (intraday),10.54B,10.10B,11.63B,11.20B,11.92B,CPT,,,,,,,,,,,,,
Enterprise Value,14.18B,13.76B,15.35B,14.87B,15.54B,CPT,,,,,,,,,,,,,
Trailing P/E,48.40,50.31,19.20,17.36,14.57,CPT,,,,,,,,,,,,,
Forward P/E,54.64,40.49,60.98,58.14,57.47,CPT,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,,CPT,,,,,,,,,,,,,
Price/Sales (ttm),7.02,6.78,7.97,7.99,8.94,CPT,,,,,,,,,,,,,
Price/Book (mrq),2.17,2.05,2.36,2.25,2.37,CPT,,,,,,,,,,,,,
Enterprise Value/Revenue,9.27,35.21,39.83,39.31,41.35,CPT,,,,,,,,,,,,,
Enterprise Value/EBITDA,15.01,60.37,56.78,67.56,68.73,CPT,,,,,,,,,,,,,
Market Cap (intraday),10.28B,9.10B,9.93B,10.05B,9.77B,EMN,,,,,,,,,,,,,
Enterprise Value,15.06B,14.12B,14.98B,14.71B,14.38B,EMN,,,,,,,,,,,,,
Trailing P/E,17.42,12.96,14.77,13.28,9.03,EMN,,,,,,,,,,,,,
Forward P/E,10.98,9.18,10.74,10.67,10.30,EMN,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.51,1.01,1.32,1.31,2.75,EMN,,,,,,,,,,,,,
Price/Sales (ttm),1.11,0.94,0.99,1.00,0.96,EMN,,,,,,,,,,,,,
Price/Book (mrq),1.92,1.72,1.91,1.95,1.80,EMN,,,,,,,,,,,,,
Enterprise Value/Revenue,1.61,6.23,6.44,6.10,6.06,EMN,,,,,,,,,,,,,
Enterprise Value/EBITDA,10.69,37.36,33.66,37.71,73.35,EMN,,,,,,,,,,,,,
Market Cap (intraday),10.73B,9.15B,10.53B,9.39B,9.25B,ALLE,,,,,,,,,,,,,
Enterprise Value,12.38B,10.88B,12.36B,11.19B,11.19B,ALLE,,,,,,,,,,,,,
Trailing P/E,19.33,17.81,21.66,20.56,21.44,ALLE,,,,,,,,,,,,,
Forward P/E,17.01,15.36,17.79,16.67,17.36,ALLE,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.55,1.49,1.65,1.46,1.95,ALLE,,,,,,,,,,,,,
Price/Sales (ttm),2.98,2.55,3.05,2.88,3.00,ALLE,,,,,,,,,,,,,
Price/Book (mrq),8.71,8.02,10.09,9.94,11.65,ALLE,,,,,,,,,,,,,
Enterprise Value/Revenue,3.42,11.86,13.55,12.13,12.99,ALLE,,,,,,,,,,,,,
Enterprise Value/EBITDA,14.98,49.20,57.94,56.08,58.23,ALLE,,,,,,,,,,,,,
Market Cap (intraday),8.95B,8.52B,10.47B,14.67B,11.07B,PARA,,,,,,,,,,,,,
Enterprise Value,24.12B,23.94B,25.61B,29.06B,24.99B,PARA,,,,,,,,,,,,,
Trailing P/E,,,,21.66,3.85,PARA,,,,,,,,,,,,,
Forward P/E,11.65,9.62,22.08,21.98,11.64,PARA,,,,,,,,,,,,,
PEG Ratio (5 yr expected),0.92,0.53,1.06,0.93,1.58,PARA,,,,,,,,,,,,,
Price/Sales (ttm),0.29,0.28,0.34,0.48,0.37,PARA,,,,,,,,,,,,,
Price/Book (mrq),0.40,0.39,0.47,0.63,0.48,PARA,,,,,,,,,,,,,
Enterprise Value/Revenue,0.80,3.36,3.36,4.00,3.07,PARA,,,,,,,,,,,,,
Enterprise Value/EBITDA,-199.30,33.58,-6.40k,-25.56,81.39,PARA,,,,,,,,,,,,,
Market Cap (intraday),10.08B,9.98B,10.96B,10.49B,8.93B,CZR,,,,,,,,,,,,,
Enterprise Value,21.54B,21.40B,22.97B,34.88B,20.91B,CZR,,,,,,,,,,,,,
Trailing P/E,14.25,14.53,,,,CZR,,,,,,,,,,,,,
Forward P/E,12.44,11.95,58.48,116.28,19.72,CZR,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,,CZR,,,,,,,,,,,,,
Price/Sales (ttm),0.87,0.87,0.96,0.97,0.84,CZR,,,,,,,,,,,,,
Price/Book (mrq),2.19,2.20,3.05,2.83,2.33,CZR,,,,,,,,,,,,,
Enterprise Value/Revenue,1.87,7.15,7.98,12.33,7.41,CZR,,,,,,,,,,,,,
Enterprise Value/EBITDA,6.29,20.52,24.48,48.92,28.72,CZR,,,,,,,,,,,,,
Market Cap (intraday),10.18B,8.16B,9.08B,8.26B,9.20B,HII,,,,,,,,,,,,,
Enterprise Value,12.75B,10.95B,11.89B,10.94B,12.29B,HII,,,,,,,,,,,,,
Trailing P/E,19.34,15.74,16.06,14.34,16.08,HII,,,,,,,,,,,,,
Forward P/E,14.64,11.68,16.23,14.62,15.46,HII,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.18,0.94,,,,HII,,,,,,,,,,,,,
Price/Sales (ttm),0.92,0.75,0.85,0.78,0.88,HII,,,,,,,,,,,,,
Price/Book (mrq),2.73,2.23,2.55,2.37,3.02,HII,,,,,,,,,,,,,
Enterprise Value/Revenue,1.15,3.89,4.26,4.09,4.37,HII,,,,,,,,,,,,,
Enterprise Value/EBITDA,11.31,36.98,42.45,39.94,44.38,HII,,,,,,,,,,,,,
Market Cap (intraday),8.46B,7.94B,10.43B,13.69B,15.05B,ETSY,,,,,,,,,,,,,
Enterprise Value,9.88B,9.26B,11.78B,14.91B,16.40B,ETSY,,,,,,,,,,,,,
Trailing P/E,28.62,,,,,ETSY,,,,,,,,,,,,,
Forward P/E,18.76,16.47,24.69,32.05,34.13,ETSY,,,,,,,,,,,,,
PEG Ratio (5 yr expected),6.26,1.32,1.69,2.00,3.23,ETSY,,,,,,,,,,,,,
Price/Sales (ttm),3.58,3.03,4.06,5.50,6.41,ETSY,,,,,,,,,,,,,
Price/Book (mrq),,,,,,ETSY,,,,,,,,,,,,,
Enterprise Value/Revenue,3.64,14.55,18.73,23.26,20.32,ETSY,,,,,,,,,,,,,
Enterprise Value/EBITDA,-17.29,83.60,132.84,147.05,-18.81,ETSY,,,,,,,,,,,,,
Market Cap (intraday),10.64B,10.53B,12.03B,12.74B,9.34B,WYNN,,,,,,,,,,,,,
Enterprise Value,20.47B,20.34B,22.07B,22.82B,19.63B,WYNN,,,,,,,,,,,,,
Trailing P/E,336.54,,,,,WYNN,,,,,,,,,,,,,
Forward P/E,30.40,21.83,31.85,74.63,111.11,WYNN,,,,,,,,,,,,,
PEG Ratio (5 yr expected),0.53,,,,,WYNN,,,,,,,,,,,,,
Price/Sales (ttm),1.87,2.12,2.83,3.38,2.48,WYNN,,,,,,,,,,,,,
Price/Book (mrq),12.01,,,,,WYNN,,,,,,,,,,,,,
Enterprise Value/Revenue,3.59,12.17,13.83,16.03,19.53,WYNN,,,,,,,,,,,,,
Enterprise Value/EBITDA,14.50,85.73,44.82,63.61,60.68,WYNN,,,,,,,,,,,,,
Market Cap (intraday),10.06B,10.03B,10.98B,11.57B,10.78B,CHRW,,,,,,,,,,,,,
Enterprise Value,11.84B,11.92B,12.98B,13.71B,13.15B,CHRW,,,,,,,,,,,,,
Trailing P/E,25.67,19.31,14.95,13.43,11.10,CHRW,,,,,,,,,,,,,
Forward P/E,21.60,19.12,22.27,20.37,15.34,CHRW,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,6.54,5.09,2.58,CHRW,,,,,,,,,,,,,
Price/Sales (ttm),0.56,0.52,0.52,0.51,0.46,CHRW,,,,,,,,,,,,,
Price/Book (mrq),7.16,7.23,7.95,8.55,6.35,CHRW,,,,,,,,,,,,,
Enterprise Value/Revenue,0.64,2.74,2.94,2.97,2.60,CHRW,,,,,,,,,,,,,
Enterprise Value/EBITDA,17.64,85.68,81.87,73.96,69.93,CHRW,,,,,,,,,,,,,
Market Cap (intraday),9.57B,8.63B,9.17B,7.35B,6.73B,DVA,,,,,,,,,,,,,
Enterprise Value,20.24B,19.77B,20.31B,18.85B,18.32B,DVA,,,,,,,,,,,,,
Trailing P/E,16.27,18.98,18.78,14.20,10.84,DVA,,,,,,,,,,,,,
Forward P/E,11.61,12.71,15.11,12.61,10.87,DVA,,,,,,,,,,,,,
PEG Ratio (5 yr expected),0.42,0.77,1.24,1.48,4.89,DVA,,,,,,,,,,,,,
Price/Sales (ttm),0.82,0.75,0.81,0.67,0.64,DVA,,,,,,,,,,,,,
Price/Book (mrq),7.98,8.49,11.11,10.32,12.67,DVA,,,,,,,,,,,,,
Enterprise Value/Revenue,1.70,6.33,6.77,6.56,6.28,DVA,,,,,,,,,,,,,
Enterprise Value/EBITDA,9.27,29.74,34.88,38.21,41.40,DVA,,,,,,,,,,,,,
Market Cap (intraday),9.62B,9.70B,10.62B,10.70B,10.83B,HSIC,,,,,,,,,,,,,
Enterprise Value,11.74B,11.44B,12.16B,12.08B,12.09B,HSIC,,,,,,,,,,,,,
Trailing P/E,21.90,21.71,23.04,20.85,17.36,HSIC,,,,,,,,,,,,,
Forward P/E,14.79,12.89,15.48,15.27,15.80,HSIC,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.74,1.52,1.82,1.80,1.86,HSIC,,,,,,,,,,,,,
Price/Sales (ttm),0.78,0.79,0.88,0.89,0.88,HSIC,,,,,,,,,,,,,
Price/Book (mrq),2.63,2.71,3.06,3.10,2.92,HSIC,,,,,,,,,,,,,
Enterprise Value/Revenue,0.92,3.62,3.92,3.95,3.59,HSIC,,,,,,,,,,,,,
Enterprise Value/EBITDA,13.02,41.91,46.05,52.74,88.91,HSIC,,,,,,,,,,,,,
Market Cap (intraday),8.93B,7.58B,8.05B,7.70B,6.97B,RL,,,,,,,,,,,,,
Enterprise Value,10.23B,8.74B,9.36B,8.82B,8.32B,RL,,,,,,,,,,,,,
Trailing P/E,17.64,14.86,16.27,15.64,14.64,RL,,,,,,,,,,,,,
Forward P/E,13.61,12.89,13.04,12.48,11.71,RL,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.12,1.23,1.24,1.70,1.66,RL,,,,,,,,,,,,,
Price/Sales (ttm),1.43,1.22,1.32,1.27,1.18,RL,,,,,,,,,,,,,
Price/Book (mrq),3.77,3.10,3.31,3.12,3.09,RL,,,,,,,,,,,,,
Enterprise Value/Revenue,1.57,5.35,6.26,5.73,4.54,RL,,,,,,,,,,,,,
Enterprise Value/EBITDA,10.96,37.33,39.19,77.73,23.93,RL,,,,,,,,,,,,,
Market Cap (intraday),9.59B,,,,,BBWI,6.73B,8.45B,8.04B,10.54B,7.61B,,,,,,,,
Enterprise Value,14.88B,,,,,BBWI,11.83B,13.38B,12.86B,16.32B,13.22B,,,,,,,,
Trailing P/E,13.51,,,,,BBWI,9.82,11.92,10.32,12.24,8.30,,,,,,,,
Forward P/E,12.66,,,,,BBWI,9.27,13.48,12.77,11.95,8.78,,,,,,,,
PEG Ratio (5 yr expected),1.42,,,,,BBWI,0.78,1.10,1.04,1.73,1.40,,,,,,,,
Price/Sales (ttm),1.31,,,,,BBWI,0.91,1.13,1.08,1.44,1.08,,,,,,,,
Price/Book (mrq),,,,,,BBWI,,,,,,,,,,,,,
Enterprise Value/Revenue,2.01,,,,,BBWI,7.57,8.58,9.21,5.65,8.24,,,,,,,,
Enterprise Value/EBITDA,9.44,,,,,BBWI,37.80,47.96,48.70,22.63,50.67,,,,,,,,
Market Cap (intraday),11.98B,8.93B,9.96B,11.06B,10.37B,JNPR,,,,,,,,,,,,,
Enterprise Value,12.28B,9.39B,10.58B,11.69B,11.03B,JNPR,,,,,,,,,,,,,
Trailing P/E,33.40,22.06,20.61,24.07,24.97,JNPR,,,,,,,,,,,,,
Forward P/E,16.26,11.98,13.50,15.20,14.12,JNPR,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.19,,,,,JNPR,,,,,,,,,,,,,
Price/Sales (ttm),2.17,1.61,1.87,2.14,2.05,JNPR,,,,,,,,,,,,,
Price/Book (mrq),2.77,2.03,2.24,2.47,2.38,JNPR,,,,,,,,,,,,,
Enterprise Value/Revenue,2.17,6.72,7.40,8.52,7.62,JNPR,,,,,,,,,,,,,
Enterprise Value/EBITDA,17.23,61.73,95.92,66.54,40.16,JNPR,,,,,,,,,,,,,
Market Cap (intraday),10.77B,8.72B,11.07B,8.90B,10.06B,UHS,,,,,,,,,,,,,
Enterprise Value,16.07B,13.82B,16.23B,14.07B,15.15B,UHS,,,,,,,,,,,,,
Trailing P/E,16.58,13.07,16.78,13.91,14.52,UHS,,,,,,,,,,,,,
Forward P/E,13.83,10.81,15.95,12.71,13.14,UHS,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,,UHS,,,,,,,,,,,,,
Price/Sales (ttm),0.80,0.65,0.84,0.70,0.81,UHS,,,,,,,,,,,,,
Price/Book (mrq),1.78,1.43,1.84,1.50,1.70,UHS,,,,,,,,,,,,,
Enterprise Value/Revenue,1.15,3.88,4.58,4.06,4.40,UHS,,,,,,,,,,,,,
Enterprise Value/EBITDA,9.77,33.72,39.00,34.70,36.66,UHS,,,,,,,,,,,,,
Market Cap (intraday),8.93B,8.37B,11.72B,9.63B,8.27B,AAL,,,,,,,,,,,,,
Enterprise Value,39.55B,38.89B,43.16B,44.35B,41.72B,AAL,,,,,,,,,,,,,
Trailing P/E,5.72,3.30,6.57,77.63,,AAL,,,,,,,,,,,,,
Forward P/E,4.40,3.86,5.81,5.76,7.82,AAL,,,,,,,,,,,,,
PEG Ratio (5 yr expected),0.04,0.06,0.09,0.08,,AAL,,,,,,,,,,,,,
Price/Sales (ttm),0.18,0.17,0.23,0.20,0.18,AAL,,,,,,,,,,,,,
Price/Book (mrq),,,,,,AAL,,,,,,,,,,,,,
Enterprise Value/Revenue,0.75,2.88,3.07,3.64,3.16,AAL,,,,,,,,,,,,,
Enterprise Value/EBITDA,9.29,-254.19,18.67,79.62,27.05,AAL,,,,,,,,,,,,,
Market Cap (intraday),9.80B,10.89B,11.63B,10.69B,11.59B,MTCH,,,,,,,,,,,,,
Enterprise Value,12.93B,13.99B,14.89B,13.94B,15.07B,MTCH,,,,,,,,,,,,,
Trailing P/E,20.37,23.89,39.11,30.71,118.54,MTCH,,,,,,,,,,,,,
Forward P/E,13.87,13.68,20.20,19.19,18.94,MTCH,,,,,,,,,,,,,
PEG Ratio (5 yr expected),0.48,0.62,0.75,0.71,0.62,MTCH,,,,,,,,,,,,,
Price/Sales (ttm),3.22,3.58,3.85,3.55,3.56,MTCH,,,,,,,,,,,,,
Price/Book (mrq),10.97,,,,,MTCH,,,,,,,,,,,,,
Enterprise Value/Revenue,3.94,15.87,17.95,17.71,19.17,MTCH,,,,,,,,,,,,,
Enterprise Value/EBITDA,15.56,52.06,63.95,62.15,128.61,MTCH,,,,,,,,,,,,,
Market Cap (intraday),8.54B,7.85B,8.06B,8.68B,8.01B,RHI,,,,,,,,,,,,,
Enterprise Value,8.02B,7.34B,7.73B,8.26B,7.65B,RHI,,,,,,,,,,,,,
Trailing P/E,18.24,14.51,13.31,13.36,11.99,RHI,,,,,,,,,,,,,
Forward P/E,21.64,17.27,16.31,15.95,12.77,RHI,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,4.08,3.77,3.68,,RHI,,,,,,,,,,,,,
Price/Sales (ttm),1.29,1.14,1.14,1.22,1.12,RHI,,,,,,,,,,,,,
Price/Book (mrq),5.40,4.77,5.04,5.54,5.33,RHI,,,,,,,,,,,,,
Enterprise Value/Revenue,1.21,4.70,4.72,4.81,4.43,RHI,,,,,,,,,,,,,
Enterprise Value/EBITDA,12.84,46.79,59.14,54.99,41.00,RHI,,,,,,,,,,,,,
Market Cap (intraday),8.99B,10.41B,10.98B,14.11B,12.46B,BIO,,,,,,,,,,,,,
Enterprise Value,8.64B,10.06B,10.51B,13.70B,11.99B,BIO,,,,,,,,,,,,,
Trailing P/E,,,,,,BIO,,,,,,,,,,,,,
Forward P/E,25.91,24.81,26.53,30.03,27.40,BIO,,,,,,,,,,,,,
PEG Ratio (5 yr expected),1.07,,,,,BIO,,,,,,,,,,,,,
Price/Sales (ttm),3.32,3.83,4.06,5.09,4.49,BIO,,,,,,,,,,,,,
Price/Book (mrq),1.06,1.24,1.13,1.48,1.47,BIO,,,,,,,,,,,,,
Enterprise Value/Revenue,3.18,15.92,15.43,20.25,16.42,BIO,,,,,,,,,,,,,
Enterprise Value/EBITDA,1.50k,53.88,-7.24,103.23,10.53,BIO,,,,,,,,,,,,,
Market Cap (intraday),8.83B,7.61B,6.66B,6.38B,6.61B,AIZ,,,,,,,,,,,,,
Enterprise Value,9.48B,8.34B,7.27B,6.97B,7.31B,AIZ,,,,,,,,,,,,,
Trailing P/E,17.09,22.26,27.81,23.78,20.47,AIZ,,,,,,,,,,,,,
Forward P/E,11.07,9.76,11.15,9.95,9.23,AIZ,,,,,,,,,,,,,
PEG Ratio (5 yr expected),,,,,,AIZ,,,,,,,,,,,,,
